id,answer_384,raw_output_384,parse_failed_384,fallback_used_384,gold_384,correct_384,strict_correct_384,group_id_384,question_type_384,image_meta_384,answer_new,raw_output_new,parse_failed_new,fallback_used_new,gold_new,correct_new,strict_correct_new,group_id_new,question_type_new,image_meta_new,transition
train_1499.jpg,a,a,False,False,d,False,False,g_train_1499.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",d,d,False,False,d,True,True,g_train_1499.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_1750.jpg,b,b,False,False,a,False,False,g_train_1750.jpg,price,"{""original_size"": [720, 1279], ""grid_thw"": [[1, 30, 18]], ""processed_hw"": [[480, 288]], ""visual_tokens"": 135}",a,a,False,False,a,True,True,g_train_1750.jpg,price,"{""original_size"": [720, 1279], ""grid_thw"": [[1, 46, 26]], ""processed_hw"": [[736, 416]], ""visual_tokens"": 299}",gain
train_1825.jpg,d,d,False,False,b,False,False,g_train_1825.jpg,negation,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",b,b,False,False,b,True,True,g_train_1825.jpg,negation,"{""original_size"": [960, 720], ""grid_thw"": [[1, 30, 40]], ""processed_hw"": [[480, 640]], ""visual_tokens"": 300}",gain
train_2001.jpg,c,c,False,False,b,False,False,g_train_2001.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",b,b,False,False,b,True,True,g_train_2001.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_2226.jpg,a,a,False,False,d,False,False,g_train_2226.jpg,position,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",d,d,False,False,d,True,True,g_train_2226.jpg,position,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_2446.jpg,c,c,False,False,a,False,False,g_train_2446.jpg,price,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",a,a,False,False,a,True,True,g_train_2446.jpg,price,"{""original_size"": [960, 720], ""grid_thw"": [[1, 30, 40]], ""processed_hw"": [[480, 640]], ""visual_tokens"": 300}",gain
train_2498.jpg,a,a,False,False,a,True,True,g_train_2498.jpg,price,"{""original_size"": [720, 1280], ""grid_thw"": [[1, 32, 18]], ""processed_hw"": [[512, 288]], ""visual_tokens"": 144}",c,c,False,False,a,False,False,g_train_2498.jpg,price,"{""original_size"": [720, 1280], ""grid_thw"": [[1, 46, 26]], ""processed_hw"": [[736, 416]], ""visual_tokens"": 299}",loss
train_2652.jpg,a,a,False,False,c,False,False,g_train_2652.jpg,text_other,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",c,c,False,False,c,True,True,g_train_2652.jpg,text_other,"{""original_size"": [960, 720], ""grid_thw"": [[1, 30, 40]], ""processed_hw"": [[480, 640]], ""visual_tokens"": 300}",gain
train_2739.jpg,c,c,False,False,d,False,False,g_train_2739.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",d,d,False,False,d,True,True,g_train_2739.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_2817.jpg,c,c,False,False,b,False,False,g_train_2817.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",b,b,False,False,b,True,True,g_train_2817.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_2870.jpg,a,a,False,False,d,False,False,g_train_2870.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",d,d,False,False,d,True,True,g_train_2870.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_2903.jpg,a,a,False,False,c,False,False,g_train_2903.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",c,c,False,False,c,True,True,g_train_2903.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_3109.jpg,d,d,False,False,d,True,True,g_train_3109.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,d,False,False,g_train_3109.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",loss
train_3114.jpg,b,b,False,False,b,True,True,g_train_3114.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",d,d,False,False,b,False,False,g_train_3114.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",loss
train_3132.jpg,b,b,False,False,d,False,False,g_train_3132.jpg,number,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",d,d,False,False,d,True,True,g_train_3132.jpg,number,"{""original_size"": [960, 720], ""grid_thw"": [[1, 30, 40]], ""processed_hw"": [[480, 640]], ""visual_tokens"": 300}",gain
train_3359.jpg,b,b,False,False,c,False,False,g_train_3359.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",c,c,False,False,c,True,True,g_train_3359.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_3360.jpg,a,a,False,False,a,True,True,g_train_3360.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",d,d,False,False,a,False,False,g_train_3360.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",loss
train_3463.jpg,c,c,False,False,c,True,True,g_train_3463.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",b,b,False,False,c,False,False,g_train_3463.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",loss
train_3650.jpg,b,b,False,False,a,False,False,g_train_3650.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,a,True,True,g_train_3650.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_3825.jpg,a,a,False,False,d,False,False,g_train_3825.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",d,d,False,False,d,True,True,g_train_3825.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_4494.jpg,a,a,False,False,b,False,False,g_train_4494.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",b,b,False,False,b,True,True,g_train_4494.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_4811.jpg,d,d,False,False,a,False,False,g_train_4811.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,a,True,True,g_train_4811.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_4938.jpg,a,a,False,False,d,False,False,g_train_4938.jpg,position,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",d,d,False,False,d,True,True,g_train_4938.jpg,position,"{""original_size"": [960, 720], ""grid_thw"": [[1, 30, 40]], ""processed_hw"": [[480, 640]], ""visual_tokens"": 300}",gain
train_5007.jpg,b,b,False,False,a,False,False,g_train_5007.jpg,position,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",a,a,False,False,a,True,True,g_train_5007.jpg,position,"{""original_size"": [960, 720], ""grid_thw"": [[1, 30, 40]], ""processed_hw"": [[480, 640]], ""visual_tokens"": 300}",gain
train_5070.jpg,c,c,False,False,a,False,False,g_train_5070.jpg,text_other,"{""original_size"": [720, 1560], ""grid_thw"": [[1, 34, 16]], ""processed_hw"": [[544, 256]], ""visual_tokens"": 136}",a,a,False,False,a,True,True,g_train_5070.jpg,text_other,"{""original_size"": [720, 1560], ""grid_thw"": [[1, 50, 22]], ""processed_hw"": [[800, 352]], ""visual_tokens"": 275}",gain
train_5091.jpg,a,a,False,False,c,False,False,g_train_5091.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",c,c,False,False,c,True,True,g_train_5091.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_5105.jpg,a,a,False,False,c,False,False,g_train_5105.jpg,negation,"{""original_size"": [720, 1279], ""grid_thw"": [[1, 30, 18]], ""processed_hw"": [[480, 288]], ""visual_tokens"": 135}",c,c,False,False,c,True,True,g_train_5105.jpg,negation,"{""original_size"": [720, 1279], ""grid_thw"": [[1, 46, 26]], ""processed_hw"": [[736, 416]], ""visual_tokens"": 299}",gain
train_5189.jpg,a,a,False,False,c,False,False,g_train_5189.jpg,text_other,"{""original_size"": [1280, 720], ""grid_thw"": [[1, 18, 32]], ""processed_hw"": [[288, 512]], ""visual_tokens"": 144}",c,c,False,False,c,True,True,g_train_5189.jpg,text_other,"{""original_size"": [1280, 720], ""grid_thw"": [[1, 26, 46]], ""processed_hw"": [[416, 736]], ""visual_tokens"": 299}",gain
train_5210.jpg,c,c,False,False,c,True,True,g_train_5210.jpg,text_other,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",d,d,False,False,c,False,False,g_train_5210.jpg,text_other,"{""original_size"": [960, 720], ""grid_thw"": [[1, 30, 40]], ""processed_hw"": [[480, 640]], ""visual_tokens"": 300}",loss
train_5222.jpg,a,a,False,False,a,True,True,g_train_5222.jpg,position,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",d,d,False,False,a,False,False,g_train_5222.jpg,position,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",loss
train_5247.jpg,a,a,False,False,c,False,False,g_train_5247.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",c,c,False,False,c,True,True,g_train_5247.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_5517.jpg,d,d,False,False,d,True,True,g_train_5517.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",b,b,False,False,d,False,False,g_train_5517.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",loss
train_5585.jpg,d,d,False,False,b,False,False,g_train_5585.jpg,text_other,"{""original_size"": [1279, 720], ""grid_thw"": [[1, 18, 30]], ""processed_hw"": [[288, 480]], ""visual_tokens"": 135}",b,b,False,False,b,True,True,g_train_5585.jpg,text_other,"{""original_size"": [1279, 720], ""grid_thw"": [[1, 26, 46]], ""processed_hw"": [[416, 736]], ""visual_tokens"": 299}",gain
train_5873.jpg,a,a,False,False,a,True,True,g_train_5873.jpg,text_other,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",b,b,False,False,a,False,False,g_train_5873.jpg,text_other,"{""original_size"": [960, 720], ""grid_thw"": [[1, 30, 40]], ""processed_hw"": [[480, 640]], ""visual_tokens"": 300}",loss
train_5905.jpg,c,c,False,False,a,False,False,g_train_5905.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,a,True,True,g_train_5905.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_6185.jpg,b,b,False,False,a,False,False,g_train_6185.jpg,text_other,"{""original_size"": [1280, 720], ""grid_thw"": [[1, 18, 32]], ""processed_hw"": [[288, 512]], ""visual_tokens"": 144}",a,a,False,False,a,True,True,g_train_6185.jpg,text_other,"{""original_size"": [1280, 720], ""grid_thw"": [[1, 26, 46]], ""processed_hw"": [[416, 736]], ""visual_tokens"": 299}",gain
train_6454.jpg,a,a,False,False,c,False,False,g_train_6454.jpg,text_other,"{""original_size"": [1279, 720], ""grid_thw"": [[1, 18, 30]], ""processed_hw"": [[288, 480]], ""visual_tokens"": 135}",c,c,False,False,c,True,True,g_train_6454.jpg,text_other,"{""original_size"": [1279, 720], ""grid_thw"": [[1, 26, 46]], ""processed_hw"": [[416, 736]], ""visual_tokens"": 299}",gain
train_6470.jpg,d,d,False,False,a,False,False,g_train_6470.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,a,True,True,g_train_6470.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
train_6686.jpg,b,b,False,False,d,False,False,g_train_6686.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",d,d,False,False,d,True,True,g_train_6686.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 40, 30]], ""processed_hw"": [[640, 480]], ""visual_tokens"": 300}",gain
