id,path,split
train_6366.jpg,train/train_6366.jpg,train
train_4582.jpg,train/train_4582.jpg,train
train_1145.jpg,train/train_1145.jpg,train
train_1579.jpg,train/train_1579.jpg,train
train_0834.jpg,train/train_0834.jpg,train
train_6038.jpg,train/train_6038.jpg,train
train_5830.jpg,train/train_5830.jpg,train
train_4654.jpg,train/train_4654.jpg,train
train_4126.jpg,train/train_4126.jpg,train
train_1722.jpg,train/train_1722.jpg,train
train_4536.jpg,train/train_4536.jpg,train
train_2861.jpg,train/train_2861.jpg,train
train_1373.jpg,train/train_1373.jpg,train
train_5414.jpg,train/train_5414.jpg,train
train_3166.jpg,train/train_3166.jpg,train
train_3667.jpg,train/train_3667.jpg,train
train_4163.jpg,train/train_4163.jpg,train
train_4251.jpg,train/train_4251.jpg,train
train_5721.jpg,train/train_5721.jpg,train
train_3040.jpg,train/train_3040.jpg,train
train_4999.jpg,train/train_4999.jpg,train
train_1424.jpg,train/train_1424.jpg,train
train_2252.jpg,train/train_2252.jpg,train
train_0234.jpg,train/train_0234.jpg,train
train_3520.jpg,train/train_3520.jpg,train
train_0474.jpg,train/train_0474.jpg,train
train_6660.jpg,train/train_6660.jpg,train
train_3307.jpg,train/train_3307.jpg,train
train_5725.jpg,train/train_5725.jpg,train
train_6413.jpg,train/train_6413.jpg,train
train_3623.jpg,train/train_3623.jpg,train
train_0248.jpg,train/train_0248.jpg,train
train_2349.jpg,train/train_2349.jpg,train
train_4862.jpg,train/train_4862.jpg,train
train_3086.jpg,train/train_3086.jpg,train
train_4784.jpg,train/train_4784.jpg,train
train_3423.jpg,train/train_3423.jpg,train
train_3978.jpg,train/train_3978.jpg,train
train_1407.jpg,train/train_1407.jpg,train
train_1913.jpg,train/train_1913.jpg,train
train_5657.jpg,train/train_5657.jpg,train
train_6463.jpg,train/train_6463.jpg,train
train_0180.jpg,train/train_0180.jpg,train
train_3149.jpg,train/train_3149.jpg,train
train_5688.jpg,train/train_5688.jpg,train
train_1177.jpg,train/train_1177.jpg,train
train_2819.jpg,train/train_2819.jpg,train
train_2099.jpg,train/train_2099.jpg,train
train_3621.jpg,train/train_3621.jpg,train
train_4459.jpg,train/train_4459.jpg,train
train_1563.jpg,train/train_1563.jpg,train
train_5102.jpg,train/train_5102.jpg,train
train_2618.jpg,train/train_2618.jpg,train
train_2583.jpg,train/train_2583.jpg,train
train_5905.jpg,train/train_5905.jpg,train
train_0545.jpg,train/train_0545.jpg,train
train_3876.jpg,train/train_3876.jpg,train
train_2667.jpg,train/train_2667.jpg,train
train_6320.jpg,train/train_6320.jpg,train
train_0062.jpg,train/train_0062.jpg,train
train_5167.jpg,train/train_5167.jpg,train
train_3033.jpg,train/train_3033.jpg,train
train_4990.jpg,train/train_4990.jpg,train
train_1738.jpg,train/train_1738.jpg,train
train_5170.jpg,train/train_5170.jpg,train
train_0032.jpg,train/train_0032.jpg,train
train_6006.jpg,train/train_6006.jpg,train
train_5592.jpg,train/train_5592.jpg,train
train_3168.jpg,train/train_3168.jpg,train
train_5161.jpg,train/train_5161.jpg,train
train_1080.jpg,train/train_1080.jpg,train
train_2514.jpg,train/train_2514.jpg,train
train_5547.jpg,train/train_5547.jpg,train
train_4858.jpg,train/train_4858.jpg,train
train_5056.jpg,train/train_5056.jpg,train
train_1415.jpg,train/train_1415.jpg,train
train_4086.jpg,train/train_4086.jpg,train
train_0018.jpg,train/train_0018.jpg,valid
train_0097.jpg,train/train_0097.jpg,valid
train_3133.jpg,train/train_3133.jpg,valid
train_0394.jpg,train/train_0394.jpg,valid
train_3419.jpg,train/train_3419.jpg,valid
train_2982.jpg,train/train_2982.jpg,valid
train_2226.jpg,train/train_2226.jpg,valid
train_0764.jpg,train/train_0764.jpg,valid
train_6209.jpg,train/train_6209.jpg,valid
train_1298.jpg,train/train_1298.jpg,valid
train_4820.jpg,train/train_4820.jpg,valid
train_5499.jpg,train/train_5499.jpg,valid
train_1040.jpg,train/train_1040.jpg,valid
train_4983.jpg,train/train_4983.jpg,valid
train_0707.jpg,train/train_0707.jpg,valid
train_0170.jpg,train/train_0170.jpg,valid
train_1164.jpg,train/train_1164.jpg,valid
train_1544.jpg,train/train_1544.jpg,valid
train_0051.jpg,train/train_0051.jpg,valid
train_1917.jpg,train/train_1917.jpg,valid
