id,group_id,question_type
train_1932.jpg,g_train_1932.jpg,number
train_1939.jpg,g_train_1939.jpg,text_other
train_1956.jpg,g_train_1956.jpg,text_other
train_1962.jpg,g_train_1962.jpg,text_other
train_1963.jpg,g_train_1963.jpg,text_other
train_1971.jpg,g_train_1971.jpg,text_other
train_1983.jpg,g_train_1983.jpg,price
train_1984.jpg,g_train_1984.jpg,text_other
train_1985.jpg,g_train_1985.jpg,text_other
train_1986.jpg,g_train_1986.jpg,text_other
train_2012.jpg,g_train_2012.jpg,text_other
train_2013.jpg,g_train_2013.jpg,text_other
train_2027.jpg,g_train_2027.jpg,position
train_2028.jpg,g_train_2028.jpg,text_other
train_2045.jpg,g_train_2045.jpg,position
train_2048.jpg,g_train_2048.jpg,price
train_2053.jpg,g_train_2053.jpg,number
train_2055.jpg,g_train_2055.jpg,negation
train_2057.jpg,g_train_2057.jpg,negation
train_2067.jpg,g_train_2067.jpg,text_other
train_2082.jpg,g_train_2082.jpg,text_other
train_2085.jpg,g_train_2085.jpg,text_other
train_2097.jpg,g_train_2097.jpg,price
train_2102.jpg,g_train_2102.jpg,text_other
train_2110.jpg,g_train_2110.jpg,number
train_2111.jpg,g_train_2111.jpg,text_other
train_2112.jpg,g_train_2112.jpg,text_other
train_2117.jpg,g_train_2117.jpg,text_other
train_2118.jpg,g_train_2118.jpg,position
train_2122.jpg,g_train_2122.jpg,price
train_2130.jpg,g_train_2130.jpg,position
train_2141.jpg,g_train_2141.jpg,text_other
train_2149.jpg,g_train_2149.jpg,price
train_2152.jpg,g_train_2152.jpg,text_other
train_2159.jpg,g_train_2159.jpg,text_other
train_2167.jpg,g_train_2167.jpg,text_other
train_2170.jpg,g_train_2170.jpg,text_other
train_2176.jpg,g_train_2176.jpg,price
train_2185.jpg,g_train_2185.jpg,text_other
train_2192.jpg,g_train_2192.jpg,number
train_2203.jpg,g_train_2203.jpg,price
train_2204.jpg,g_train_2204.jpg,price
train_2207.jpg,g_train_2207.jpg,number
train_2208.jpg,g_train_2208.jpg,text_other
train_2210.jpg,g_train_2210.jpg,text_other
train_2216.jpg,g_train_2216.jpg,price
train_2219.jpg,g_train_2219.jpg,text_other
train_2231.jpg,g_train_2231.jpg,price
train_2232.jpg,g_train_2232.jpg,text_other
train_2234.jpg,g_train_2234.jpg,text_other
train_2237.jpg,g_train_2237.jpg,text_other
train_2244.jpg,g_train_2244.jpg,text_other
train_2254.jpg,g_train_2254.jpg,text_other
train_2261.jpg,g_train_2261.jpg,text_other
train_2264.jpg,g_train_2264.jpg,text_other
train_2271.jpg,g_train_2271.jpg,text_other
train_2285.jpg,g_train_2285.jpg,text_other
train_2289.jpg,g_train_2289.jpg,text_other
train_2310.jpg,g_train_2310.jpg,text_other
train_2333.jpg,g_train_2333.jpg,text_other
train_2336.jpg,g_train_2336.jpg,text_other
train_2345.jpg,g_train_2345.jpg,text_other
train_2346.jpg,g_train_2346.jpg,text_other
train_2347.jpg,g_train_2347.jpg,text_other
train_2349.jpg,g_train_2349.jpg,position
train_2352.jpg,g_train_2352.jpg,number
train_2359.jpg,g_train_2359.jpg,price
train_2361.jpg,g_train_2361.jpg,text_other
train_2371.jpg,g_train_2371.jpg,position
train_2375.jpg,g_train_2375.jpg,number
train_2376.jpg,g_train_2376.jpg,number
train_2381.jpg,g_train_2381.jpg,text_other
train_2387.jpg,g_train_2387.jpg,number
train_2392.jpg,g_train_2392.jpg,text_other
train_2393.jpg,g_train_2393.jpg,negation
train_2395.jpg,g_train_2395.jpg,price
train_2402.jpg,g_train_2402.jpg,text_other
train_2413.jpg,g_train_2413.jpg,negation
train_2417.jpg,g_train_2417.jpg,text_other
train_2427.jpg,g_train_2427.jpg,text_other
train_2435.jpg,g_train_2435.jpg,text_other
train_2436.jpg,g_train_2436.jpg,text_other
train_2440.jpg,g_train_2440.jpg,text_other
train_2441.jpg,g_train_2441.jpg,text_other
train_2449.jpg,g_train_2449.jpg,text_other
train_2464.jpg,g_train_2464.jpg,text_other
train_2473.jpg,g_train_2473.jpg,text_other
train_2485.jpg,g_train_2485.jpg,text_other
train_2491.jpg,g_train_2491.jpg,text_other
train_2494.jpg,g_train_2494.jpg,text_other
train_2499.jpg,g_train_2499.jpg,text_other
train_2500.jpg,g_train_2500.jpg,negation
train_2510.jpg,g_train_2510.jpg,text_other
train_2521.jpg,g_train_2521.jpg,text_other
train_2530.jpg,g_train_2530.jpg,text_other
train_2539.jpg,g_train_2539.jpg,number
train_2548.jpg,g_train_2548.jpg,negation
train_2567.jpg,g_train_2567.jpg,text_other
train_2570.jpg,g_train_2570.jpg,text_other
train_2576.jpg,g_train_2576.jpg,number
train_2578.jpg,g_train_2578.jpg,price
train_2580.jpg,g_train_2580.jpg,text_other
train_2583.jpg,g_train_2583.jpg,text_other
train_2590.jpg,g_train_2590.jpg,text_other
train_2594.jpg,g_train_2594.jpg,position
train_2604.jpg,g_train_2604.jpg,text_other
train_2607.jpg,g_train_2607.jpg,price
train_2608.jpg,g_train_2608.jpg,text_other
train_2615.jpg,g_train_2615.jpg,text_other
train_2619.jpg,g_train_2619.jpg,price
train_2626.jpg,g_train_2626.jpg,price
train_2627.jpg,g_train_2627.jpg,text_other
train_2658.jpg,g_train_2658.jpg,text_other
train_2661.jpg,g_train_2661.jpg,text_other
train_2662.jpg,g_train_2662.jpg,price
train_2667.jpg,g_train_2667.jpg,price
train_2672.jpg,g_train_2672.jpg,text_other
train_2674.jpg,g_train_2674.jpg,price
train_2684.jpg,g_train_2684.jpg,text_other
train_2701.jpg,g_train_2701.jpg,number
train_2710.jpg,g_train_2710.jpg,text_other
train_2714.jpg,g_train_2714.jpg,price
train_2715.jpg,g_train_2715.jpg,text_other
train_2722.jpg,g_train_2722.jpg,number
train_2727.jpg,g_train_2727.jpg,text_other
train_2732.jpg,g_train_2732.jpg,text_other
train_2738.jpg,g_train_2738.jpg,text_other
train_2740.jpg,g_train_2740.jpg,text_other
train_2745.jpg,g_train_2745.jpg,position
train_2747.jpg,g_train_2747.jpg,text_other
train_2748.jpg,g_train_2748.jpg,text_other
train_2753.jpg,g_train_2753.jpg,text_other
train_2760.jpg,g_train_2760.jpg,text_other
train_2765.jpg,g_train_2765.jpg,text_other
train_2773.jpg,g_train_2773.jpg,text_other
train_2776.jpg,g_train_2776.jpg,text_other
train_2784.jpg,g_train_2784.jpg,text_other
train_2792.jpg,g_train_2792.jpg,text_other
train_2800.jpg,g_train_2800.jpg,text_other
train_2809.jpg,g_train_2809.jpg,negation
train_2811.jpg,g_train_2811.jpg,text_other
train_2824.jpg,g_train_2824.jpg,text_other
train_2826.jpg,g_train_2826.jpg,text_other
train_2855.jpg,g_train_2855.jpg,text_other
train_2857.jpg,g_train_2857.jpg,text_other
train_2858.jpg,g_train_2858.jpg,text_other
train_2876.jpg,g_train_2876.jpg,text_other
train_2881.jpg,g_train_2881.jpg,price
train_2895.jpg,g_train_2895.jpg,text_other
train_2900.jpg,g_train_2900.jpg,text_other
train_2901.jpg,g_train_2901.jpg,price
train_2902.jpg,g_train_2902.jpg,text_other
train_2904.jpg,g_train_2904.jpg,text_other
train_2913.jpg,g_train_2913.jpg,number
train_2915.jpg,g_train_2915.jpg,text_other
train_2927.jpg,g_train_2927.jpg,text_other
train_2928.jpg,g_train_2928.jpg,number
train_2941.jpg,g_train_2941.jpg,text_other
train_2944.jpg,g_train_2944.jpg,position
train_2945.jpg,g_train_2945.jpg,text_other
train_2949.jpg,g_train_2949.jpg,text_other
train_2950.jpg,g_train_2950.jpg,price
train_2951.jpg,g_train_2951.jpg,text_other
train_2953.jpg,g_train_2953.jpg,price
train_2955.jpg,g_train_2955.jpg,text_other
train_2960.jpg,g_train_2960.jpg,price
train_2968.jpg,g_train_2968.jpg,text_other
train_2975.jpg,g_train_2975.jpg,text_other
train_2988.jpg,g_train_2988.jpg,negation
train_2992.jpg,g_train_2992.jpg,text_other
train_2995.jpg,g_train_2995.jpg,text_other
train_2999.jpg,g_train_2999.jpg,text_other
train_3002.jpg,g_train_3002.jpg,text_other
train_3003.jpg,g_train_3003.jpg,price
train_3004.jpg,g_train_3004.jpg,text_other
train_3024.jpg,g_train_3024.jpg,price
train_3025.jpg,g_train_3025.jpg,text_other
train_3027.jpg,g_train_3027.jpg,position
train_3032.jpg,g_train_3032.jpg,text_other
train_3034.jpg,g_train_3034.jpg,text_other
train_3038.jpg,g_train_3038.jpg,number
train_3042.jpg,g_train_3042.jpg,text_other
train_3047.jpg,g_train_3047.jpg,text_other
train_3054.jpg,g_train_3054.jpg,position
train_3055.jpg,g_train_3055.jpg,price
train_3066.jpg,g_train_3066.jpg,number
train_3072.jpg,g_train_3072.jpg,text_other
train_3073.jpg,g_train_3073.jpg,text_other
train_3074.jpg,g_train_3074.jpg,text_other
train_3081.jpg,g_train_3081.jpg,text_other
train_3089.jpg,g_train_3089.jpg,text_other
train_3094.jpg,g_train_3094.jpg,text_other
train_3105.jpg,g_train_3105.jpg,text_other
train_3106.jpg,g_train_3106.jpg,price
train_3122.jpg,g_train_3122.jpg,text_other
train_3131.jpg,g_train_3131.jpg,text_other
train_3134.jpg,g_train_3134.jpg,text_other
train_3141.jpg,g_train_3141.jpg,text_other
train_3146.jpg,g_train_3146.jpg,number
train_3148.jpg,g_train_3148.jpg,number
train_3154.jpg,g_train_3154.jpg,text_other
train_3156.jpg,g_train_3156.jpg,text_other
train_3158.jpg,g_train_3158.jpg,text_other
train_3164.jpg,g_train_3164.jpg,text_other
train_3178.jpg,g_train_3178.jpg,text_other
train_3187.jpg,g_train_3187.jpg,text_other
train_3188.jpg,g_train_3188.jpg,text_other
train_3213.jpg,g_train_3213.jpg,position
train_3220.jpg,g_train_3220.jpg,text_other
train_3232.jpg,g_train_3232.jpg,price
train_3234.jpg,g_train_3234.jpg,position
train_3235.jpg,g_train_3235.jpg,text_other
train_3237.jpg,g_train_3237.jpg,text_other
train_3242.jpg,g_train_3242.jpg,text_other
train_3244.jpg,g_train_3244.jpg,price
train_3250.jpg,g_train_3250.jpg,position
train_3251.jpg,g_train_3251.jpg,negation
train_3259.jpg,g_train_3259.jpg,text_other
train_3286.jpg,g_train_3286.jpg,text_other
train_3299.jpg,g_train_3299.jpg,number
train_3302.jpg,g_train_3302.jpg,price
train_3313.jpg,g_train_3313.jpg,text_other
train_3317.jpg,g_train_3317.jpg,number
train_3331.jpg,g_train_3331.jpg,text_other
train_3332.jpg,g_train_3332.jpg,text_other
train_3348.jpg,g_train_3348.jpg,text_other
train_3357.jpg,g_train_3357.jpg,number
train_3365.jpg,g_train_3365.jpg,text_other
train_3369.jpg,g_train_3369.jpg,price
train_3381.jpg,g_train_3381.jpg,price
train_3394.jpg,g_train_3394.jpg,text_other
train_3413.jpg,g_train_3413.jpg,position
train_3414.jpg,g_train_3414.jpg,number
train_3416.jpg,g_train_3416.jpg,text_other
train_3422.jpg,g_train_3422.jpg,position
train_3426.jpg,g_train_3426.jpg,text_other
train_3435.jpg,g_train_3435.jpg,text_other
train_3445.jpg,g_train_3445.jpg,text_other
train_3446.jpg,g_train_3446.jpg,number
train_3451.jpg,g_train_3451.jpg,text_other
train_3456.jpg,g_train_3456.jpg,negation
train_3461.jpg,g_train_3461.jpg,negation
train_3490.jpg,g_train_3490.jpg,text_other
train_3491.jpg,g_train_3491.jpg,text_other
train_3497.jpg,g_train_3497.jpg,number
train_3498.jpg,g_train_3498.jpg,text_other
train_3499.jpg,g_train_3499.jpg,text_other
train_3511.jpg,g_train_3511.jpg,text_other
train_3512.jpg,g_train_3512.jpg,text_other
train_3524.jpg,g_train_3524.jpg,text_other
train_3526.jpg,g_train_3526.jpg,text_other
train_3530.jpg,g_train_3530.jpg,text_other
train_3532.jpg,g_train_3532.jpg,position
train_3539.jpg,g_train_3539.jpg,text_other
train_3544.jpg,g_train_3544.jpg,price
train_3549.jpg,g_train_3549.jpg,text_other
train_3554.jpg,g_train_3554.jpg,text_other
train_3559.jpg,g_train_3559.jpg,price
train_3570.jpg,g_train_3570.jpg,position
train_3589.jpg,g_train_3589.jpg,number
train_3602.jpg,g_train_3602.jpg,text_other
train_3606.jpg,g_train_3606.jpg,negation
train_3607.jpg,g_train_3607.jpg,text_other
train_3610.jpg,g_train_3610.jpg,number
train_3620.jpg,g_train_3620.jpg,text_other
train_3626.jpg,g_train_3626.jpg,text_other
train_3664.jpg,g_train_3664.jpg,text_other
train_3667.jpg,g_train_3667.jpg,number
train_3669.jpg,g_train_3669.jpg,text_other
train_3695.jpg,g_train_3695.jpg,text_other
train_3696.jpg,g_train_3696.jpg,price
train_3701.jpg,g_train_3701.jpg,text_other
train_3702.jpg,g_train_3702.jpg,negation
train_3704.jpg,g_train_3704.jpg,text_other
train_3707.jpg,g_train_3707.jpg,text_other
train_3711.jpg,g_train_3711.jpg,text_other
train_3717.jpg,g_train_3717.jpg,text_other
train_3734.jpg,g_train_3734.jpg,text_other
train_3738.jpg,g_train_3738.jpg,position
train_3742.jpg,g_train_3742.jpg,text_other
train_3745.jpg,g_train_3745.jpg,negation
train_3770.jpg,g_train_3770.jpg,number
train_3784.jpg,g_train_3784.jpg,text_other
train_3790.jpg,g_train_3790.jpg,text_other
train_3800.jpg,g_train_3800.jpg,negation
train_3802.jpg,g_train_3802.jpg,number
train_3805.jpg,g_train_3805.jpg,text_other
train_3806.jpg,g_train_3806.jpg,text_other
train_3807.jpg,g_train_3807.jpg,text_other
train_3814.jpg,g_train_3814.jpg,text_other
train_3816.jpg,g_train_3816.jpg,negation
train_3830.jpg,g_train_3830.jpg,text_other
train_3833.jpg,g_train_3833.jpg,text_other
train_3851.jpg,g_train_3851.jpg,text_other
train_3853.jpg,g_train_3853.jpg,text_other
train_3860.jpg,g_train_3860.jpg,text_other
train_3867.jpg,g_train_3867.jpg,text_other
train_3875.jpg,g_train_3875.jpg,price
train_3890.jpg,g_train_3890.jpg,text_other
train_3898.jpg,g_train_3898.jpg,position
train_3903.jpg,g_train_3903.jpg,negation
train_3904.jpg,g_train_3904.jpg,text_other
train_3905.jpg,g_train_3905.jpg,text_other
